12,25
11,13
1,20
7,4
38,29
25,0
2,7
12,11
20,9
27,33
39,9
24,23
10,21
14,22
22,5
22,18
6,27
39,9
4,12
14,29
7,6
0,35
16,25
5,25
40,10
13,21
23,38
23,26
38,24
0,20
35,29
34,17
4,14
17,27
27,30
38,2
23,6
10,39
15,4
3,35
24,27
10,9
3,4
12,37
18,11
40,9
7,27
8,12
11,40
8,36
2,1
30,19
8,3
4,15
20,11
36,3
5,32
29,39
17,16
9,29
2,11
23,8
40,12
21,39
10,17
25,37
18,17
11,31
4,32
24,30
8,21
27,9
32,40
40,40
25,33
8,14
1,37
15,20
31,3
6,1
20,8
11,19
16,8
35,15
24,13
32,13
13,9
39,14
7,33
3,8
23,7
14,26
20,3
33,33
5,37
23,13
16,2
18,25
15,3
9,5
36,4
30,5
19,4
0,20
24,17
6,21
39,2
11,17
27,39
38,7
40,14
31,29
24,25
14,10
38,33
36,37
35,21
25,10
39,28
22,29
26,5
11,2
23,10
11,4
31,9
34,15
23,5
7,12
30,36
15,0
13,16
8,37
40,17
9,7
16,30
29,39
10,33
3,33
22,33
2,21
37,16
39,5
38,30
13,18
2,4
38,4
30,21
36,3
23,24
6,15
36,34
6,34
7,19
33,24
1,40
8,20
19,4
23,9
25,6
25,10
28,5
21,13
34,8
5,32
5,31
6,23
39,31
29,23
37,16
16,19
4,2
1,30
19,13
16,32
25,4
13,34
1,30
24,37
15,29
26,40
10,8
29,39
26,21
23,1
14,27
24,29
0,27
37,4
9,4
24,21
20,31
3,19
28,16
34,36
33,24
35,2
25,15
13,1
3,11
25,11
34,27
7,27
29,27
7,38
18,25
29,0
37,18
29,7
40,30
34,25
1,7
40,17
35,18
12,2
31,20
27,3
9,32
2,35
9,37
20,17
21,22
11,17
39,11
18,11
25,21
17,33
34,35
28,32
16,19
38,31
24,23
20,26
7,38
38,27
14,8
30,39
31,18
28,10
14,8
37,4
7,21
25,35
23,25
33,29
0,40
4,29
35,12
9,10
24,8
7,24
24,8
32,24
38,32
30,7
7,30
20,33
35,25
14,14
9,37
14,2
35,15
16,26
8,7
17,22
31,22
35,15
16,18
18,36
12,1
15,40
6,25
36,39
40,38
29,35
8,37
6,2
28,11
16,37
8,0
40,19
28,5
4,27
6,39
0,2
25,15
32,20
7,22
20,31
2,37
36,2
25,1
23,18
31,29
31,32
12,26
17,18
39,2
40,39
3,40
17,17
28,8
34,18
39,6
20,33
14,3
22,39
22,25
10,1
11,3
21,35
14,5
22,23
18,14
11,20
32,16
15,24
20,12
29,0
35,1
25,35
17,2
17,5
28,35
2,26
19,32
25,24
0,34
0,17
35,1
17,24
29,1
4,5
7,0
17,18
2,21
8,4
22,14
3,21
32,30
27,31
26,27
6,33
16,37
5,0
6,14
32,40
2,9
1,13
17,1
26,31
0,37
7,23
28,25
27,4
26,5
38,23
7,5
7,2
0,37
17,17
4,22
20,19
22,5
34,26
39,0
24,15
4,19
0,21
25,4
25,39
5,38
22,32
38,15
21,34
19,32
36,27
31,10
5,13
6,2
5,22
2,16
29,36
13,2
36,4
2,31
36,35
12,0
22,0
14,29
26,2
14,3
2,10
40,36
35,4
13,24
40,35
34,31
13,37
24,6
2,9
23,31
39,5
15,14
32,2
15,24
13,7
20,19
35,40
15,31
29,0
18,30
17,9
10,5
4,29
9,32
2,3
4,38
16,25
28,4
9,39
40,25
18,19
1,14
9,15
27,5
6,28
3,2
12,34
5,15
34,11
4,3
39,12
23,38
29,2
19,1
11,13
38,34
34,3
14,36
24,6
5,10
14,38
8,9
27,33
15,30
38,33
14,16
34,33
26,21
4,12
14,14
18,2
12,33
6,17
37,32
14,37
16,16
1,40
11,28
12,6
40,33
14,8
39,37
21,31
11,32
24,15
25,21
29,37
33,10
27,3
12,32
16,7
29,16
25,21
11,29
24,24
21,9
9,31
33,14
35,16
27,4
18,1
2,10
4,36
28,24
14,14
4,6
9,3
39,17
29,7
3,2
7,10
6,30
12,24
31,19
22,10
37,9
2,25
12,8
13,30
9,22
2,39
29,28
26,22
34,5
36,15
10,31
13,31
33,33
33,5
7,16
5,6
37,34
33,40
2,3
8,26
26,5
33,12
24,21
18,39
38,4
35,18
11,21
2,37
22,28
26,35
1,28
26,25
14,21
11,15
37,1
40,13
37,1
15,18
22,19
27,26
19,40
21,6
2,19
31,37
26,9
11,12
23,33
20,6
3,37
29,0
36,38
21,23
21,7
14,23
39,10
0,15
40,0
40,22
18,39
38,21
4,1
20,12
0,9
22,11
23,7
38,0
33,7
1,13
38,21
9,22
27,40
0,17
32,31
10,38
12,31
9,10
25,12
6,28
12,38
10,10
38,36
12,20
2,1
27,7
4,28
1,23
28,1
18,6
14,25
25,39
16,39
3,6
10,36
30,11
8,22
20,1
5,10
25,11
8,17
35,2
40,21
36,23
22,34
27,33
10,10
29,34
34,22
1,1
40,27
5,5
14,14
0,18
14,36
28,34
39,1
30,27
19,24
3,30
26,3
34,25
0,10
17,33
8,33
37,19
7,3
2,21
37,32
39,6
33,8
17,16
28,38
21,31
29,20
31,1
28,29
10,25
40,22
36,31
36,20
2,14
12,30
40,13
21,9
0,17
2,7
18,20
5,16
39,38
17,11
28,7
23,36
23,1
25,3
24,6
6,21
37,33
8,25
28,8
1,2
2,11
28,32
21,30
37,17
19,25
3,14
9,28
10,37
36,17
34,27
25,12
29,12
40,16
0,32
34,16
32,33
7,33
27,39
25,34
33,35
5,22
15,11
32,23
19,22
12,28
9,19
23,26
27,12
18,2
32,14
31,22
20,8
26,13
15,28
24,11
12,37
21,21
5,40
2,27
17,23
30,2
19,28
33,1
36,12
4,8
8,8
18,35
32,16
32,34
15,4
32,10
26,25
28,8
25,31
4,29
29,16
13,20
35,22
18,25
